local_x,local_y,global_time,accident,vehicle_id
0.0,0.0,1694510704,0,vehicle_1
8.473037702044373,5.311085774089382,1694510714,0,vehicle_1
18.525267111261744,15.226836584554642,1694510724,0,vehicle_1
30.0,30.0,1694510734,0,vehicle_1
40.0,40.0,1694510744,0,vehicle_1
50.0,50.0,1694510754,0,vehicle_1
60.0,60.0,1694510764,0,vehicle_1
70.0,70.0,1694510774,0,vehicle_1
80.0,80.0,1694510784,0,vehicle_1
88.46835770206347,85.31854470977751,1694510794,0,vehicle_1
100.0,100.0,1694510804,0,vehicle_1
108.49403492615389,105.27743978395569,1694510814,0,vehicle_1
120.0,120.0,1694510824,0,vehicle_1
128.49295082955075,125.27918423687156,1694510834,0,vehicle_1
138.4683831365331,135.31850421198305,1694510844,0,vehicle_1
150.0,150.0,1694510854,0,vehicle_1
158.43849043500433,155.3658064797699,1694510864,0,vehicle_1
166.9364879831789,160.6368630788987,1694510874,0,vehicle_1
175.3854391517034,165.98618304987525,1694510884,0,vehicle_1
190.0,190.0,1694510894,0,vehicle_1
198.48828407363692,195.28668454565252,1694510904,0,vehicle_1
208.44617899258648,205.35369595935285,1694510914,0,vehicle_1
220.0,220.0,1694510924,0,vehicle_1
228.50469290973012,225.26024700096733,1694510934,0,vehicle_1
240.0,240.0,1694510944,0,vehicle_1
248.5002878051531,245.26736245473623,1694510954,0,vehicle_1
260.0,260.0,1694510964,0,vehicle_1
268.51993878250863,265.23551746652663,1694510974,0,vehicle_1
278.45003296471697,275.3476109521165,1694510984,0,vehicle_1
285.5569585320261,282.3826382428048,1694510994,0,vehicle_1
294.03804561300814,287.68086076784084,1694511004,0,vehicle_1
302.5446498153827,292.93801636228005,1694511014,0,vehicle_1
318.4071281180976,315.41481272122064,1694511024,0,vehicle_1
326.9014404392468,320.6918060119852,1694511034,0,vehicle_1
340.0,340.0,1694511044,0,vehicle_1
350.0,350.0,1694511054,0,vehicle_1
0.0,0.0,1694510704,0,vehicle_2
8.507465882974408,5.255761053361015,1694510714,0,vehicle_2
